timestamp,rmssd,coverage,low_frequency,high_frequency
2024-02-24T00:00:00,18.287,0.973,694.981,168.809
2024-02-24T00:05:00,17.771,1.0,369.307,162.662
2024-02-24T00:10:00,16.721,0.989,246.84,133.815
2024-02-24T00:15:00,17.552,1.002,392.985,180.144
2024-02-24T00:20:00,17.452,1.002,537.271,137.201
2024-02-24T00:25:00,14.617,0.865,229.589,58.614
2024-02-24T00:30:00,19.362,0.997,662.867,159.329
2024-02-24T00:35:00,17.314,1.003,368.095,147.936
2024-02-24T00:40:00,16.33,0.925,439.95,138.055
2024-02-24T00:45:00,18.284,0.989,807.23,89.692
2024-02-24T00:50:00,7.528,1.003,194.315,12.796
2024-02-24T00:55:00,11.694,0.94,289.968,46.71
2024-02-24T01:00:00,15.951,0.976,762.061,66.158
2024-02-24T01:05:00,16.778,1.001,662.255,107.965
2024-02-24T01:10:00,14.337,1.002,184.942,46.647
2024-02-24T01:15:00,16.453,1.001,963.612,127.594
2024-02-24T01:20:00,17.392,0.962,309.305,88.588
2024-02-24T01:25:00,18.327,1.004,446.181,140.058
2024-02-24T01:30:00,19.442,0.997,786.29,114.864
2024-02-24T01:35:00,20.193,1.001,551.926,164.448
2024-02-24T01:40:00,20.538,0.986,409.216,149.457
2024-02-24T01:45:00,23.95,0.968,2423.074,120.787
2024-02-24T01:50:00,22.257,1.003,553.553,125.299
2024-02-24T01:55:00,26.285,1.003,1417.059,136.241
2024-02-24T02:00:00,20.416,0.945,602.484,125.988
2024-02-24T02:05:00,22.704,0.959,1506.571,171.761
2024-02-24T02:10:00,22.988,0.977,1397.207,103.493
2024-02-24T02:15:00,17.581,1.002,438.641,101.652
2024-02-24T02:20:00,20.268,1.004,1034.366,94.528
2024-02-24T02:25:00,19.998,0.994,913.116,72.783
2024-02-24T02:30:00,16.927,0.916,868.78,80.591
2024-02-24T02:35:00,17.136,1.001,501.141,98.973
2024-02-24T02:40:00,14.78,1.004,567.25,87.856
2024-02-24T02:45:00,14.665,0.968,532.412,34.698
2024-02-24T02:50:00,18.449,0.964,1220.734,126.685
2024-02-24T02:55:00,16.619,1.001,1077.133,51.843
2024-02-24T03:00:00,9.115,1.002,288.651,24.535
2024-02-24T03:05:00,13.013,0.968,861.518,42.009
2024-02-24T03:10:00,20.743,1.001,1343.052,113.333
2024-02-24T03:15:00,19.783,0.979,631.957,82.231
2024-02-24T03:20:00,17.242,1.002,1086.641,61.712
2024-02-24T03:25:00,17.91,0.974,1232.467,72.426
2024-02-24T03:30:00,17.734,1.002,1090.196,110.821
2024-02-24T03:35:00,16.121,0.95,690.645,51.583
2024-02-24T03:40:00,14.456,1.004,340.941,123.959
2024-02-24T03:45:00,17.146,1.002,836.251,129.881
2024-02-24T03:50:00,16.334,1.002,1030.29,110.031
2024-02-24T03:55:00,17.071,0.987,776.577,127.012
2024-02-24T04:00:00,15.623,1.001,477.287,76.373
2024-02-24T04:05:00,17.025,1.001,564.024,117.749
2024-02-24T04:10:00,25.476,0.958,1466.159,113.6
2024-02-24T04:15:00,28.801,0.941,1554.675,272.178
2024-02-24T04:20:00,27.877,1.003,1079.355,203.971
2024-02-24T04:25:00,22.378,0.951,1585.68,157.035
2024-02-24T04:30:00,22.947,0.933,845.534,142.273
2024-02-24T04:35:00,22.649,0.959,2144.544,88.597
2024-02-24T04:40:00,22.806,0.997,1010.801,100.168
2024-02-24T04:45:00,22.817,0.979,1555.071,96.258
2024-02-24T04:50:00,26.994,0.925,2113.95,107.888
2024-02-24T04:55:00,23.659,0.986,940.885,126.524
2024-02-24T05:00:00,24.571,0.979,1575.554,124.233
2024-02-24T05:05:00,19.383,0.999,820.801,73.154
2024-02-24T05:10:00,16.288,0.992,998.724,43.046
2024-02-24T05:15:00,17.943,0.957,969.379,100.258
2024-02-24T05:20:00,22.347,0.941,1645.719,111.464
2024-02-24T05:25:00,29.071,0.862,1077.766,207.032
2024-02-24T05:30:00,29.895,0.992,1408.66,241.189
2024-02-24T05:35:00,31.708,0.989,1933.536,284.615
2024-02-24T05:40:00,26.211,1.004,1114.476,196.914
2024-02-24T05:45:00,37.483,0.946,2506.632,330.844
2024-02-24T05:50:00,28.515,1.005,917.345,169.912
2024-02-24T05:55:00,29.573,1.002,1507.073,215.732
2024-02-24T06:00:00,32.108,1.004,1888.353,230.494
2024-02-24T06:05:00,30.557,1.003,1455.233,241.96
2024-02-24T06:10:00,31.198,0.999,1641.489,182.22
2024-02-24T06:15:00,43.972,0.948,3011.407,412.231
2024-02-24T06:20:00,33.539,1.004,2643.034,303.115
2024-02-24T06:25:00,32.771,1.003,974.74,215.134
2024-02-24T06:30:00,26.682,0.985,2064.433,180.922
2024-02-24T06:35:00,31.947,0.944,3456.51,292.774
2024-02-24T06:40:00,35.259,0.972,1534.472,161.116
2024-02-24T06:45:00,35.944,1.003,4234.054,320.403
2024-02-24T06:50:00,40.526,1.002,4235.607,323.132
2024-02-24T06:55:00,39.988,0.911,3107.693,250.953
2024-02-24T07:00:00,35.421,0.991,4077.106,193.325
2024-02-24T07:05:00,33.679,0.952,3943.073,475.682
2024-02-24T07:10:00,33.856,0.976,3353.445,507.097
2024-02-24T07:15:00,28.432,0.992,1701.723,133.151
2024-02-24T07:20:00,33.677,1.0,3089.401,335.812
2024-02-24T07:25:00,58.915,0.914,2583.31,832.255
2024-02-24T07:30:00,60.117,0.943,3946.396,906.672
2024-02-24T07:35:00,40.989,1.003,3397.465,503.329
2024-02-24T07:40:00,46.741,0.974,3563.765,938.325
2024-02-24T07:45:00,49.063,0.985,4759.87,581.599
2024-02-24T07:50:00,46.637,0.992,6373.61,444.042
2024-02-24T07:55:00,45.674,0.96,2757.012,388.187
2024-02-24T08:00:00,20.384,0.941,916.967,100.615
2024-02-24T08:05:00,28.78,0.988,798.158,259.871
2024-02-24T08:10:00,43.755,0.975,3199.321,516.314
2024-02-24T08:15:00,41.587,0.967,1500.06,431.71
