timestamp,Infrared to Red Signal Ratio
01/27/24 21:50:31,3
01/27/24 21:51:31,0
01/27/24 21:52:31,5
01/27/24 21:53:31,44
01/27/24 21:54:31,13
01/27/24 21:55:31,-20
01/27/24 21:56:31,-39
01/27/24 21:57:31,-1
01/27/24 21:58:31,0
01/27/24 21:59:31,-12
01/27/24 22:00:31,-16
01/27/24 22:01:31,0
01/27/24 22:02:31,-4
01/27/24 22:03:31,-1
01/27/24 22:04:31,-23
01/27/24 22:05:31,-6
01/27/24 22:06:31,-15
01/27/24 22:07:31,8
01/27/24 22:08:31,7
01/27/24 22:09:31,2
01/27/24 22:10:31,16
01/27/24 22:11:31,4
01/27/24 22:12:31,-2
01/27/24 22:13:31,10
01/27/24 22:14:31,-2
01/27/24 22:15:31,16
01/27/24 22:16:31,-4
01/27/24 22:17:31,0
01/27/24 22:18:31,29
01/27/24 22:19:31,5
01/27/24 22:20:31,0
01/27/24 22:21:31,19
01/27/24 22:22:31,3
01/27/24 22:23:31,-8
01/27/24 22:24:31,8
01/27/24 22:25:31,0
01/27/24 22:26:31,-10
01/27/24 22:27:31,12
01/27/24 22:28:31,27
01/27/24 22:29:31,0
01/27/24 22:30:31,-22
01/27/24 22:31:31,1
01/27/24 22:32:31,3
01/27/24 22:33:31,0
01/27/24 22:34:31,27
01/27/24 22:35:31,0
01/27/24 22:36:31,0
01/27/24 22:37:31,4
01/27/24 22:38:31,-40
01/27/24 22:39:31,-22
01/27/24 22:40:31,-4
01/27/24 22:41:31,1
01/27/24 22:42:31,-1
01/27/24 22:43:31,-10
01/27/24 22:44:31,0
01/27/24 22:45:31,-1
01/27/24 22:46:31,-12
01/27/24 22:47:31,-1
01/27/24 22:48:31,13
01/27/24 22:49:31,-1
01/27/24 22:50:31,0
01/27/24 22:51:31,17
01/27/24 22:52:31,-25
01/27/24 22:53:31,-9
01/27/24 22:54:31,0
01/27/24 22:55:31,-8
01/27/24 22:56:31,-13
01/27/24 22:57:31,0
01/27/24 22:58:31,-3
01/27/24 22:59:31,0
01/27/24 23:00:31,-2
01/27/24 23:01:31,13
01/27/24 23:02:31,3
01/27/24 23:03:31,-17
01/27/24 23:04:31,-5
01/27/24 23:05:31,0
01/27/24 23:06:31,0
01/27/24 23:07:31,0
01/27/24 23:08:31,0
01/27/24 23:09:31,-6
01/27/24 23:10:31,-54
01/27/24 23:11:31,-64
01/27/24 23:12:31,48
01/27/24 23:13:31,3
01/27/24 23:14:31,13
01/27/24 23:15:31,42
01/27/24 23:16:31,0
01/27/24 23:17:31,5
01/27/24 23:18:31,0
01/27/24 23:19:31,-2
01/27/24 23:20:31,55
01/27/24 23:21:31,-8
01/27/24 23:22:31,-2
01/27/24 23:23:31,1
01/27/24 23:24:31,-16
01/27/24 23:25:31,-6
01/27/24 23:26:31,2
01/27/24 23:27:31,-74
01/27/24 23:28:31,-1
01/27/24 23:29:31,5
01/27/24 23:30:31,-59
01/27/24 23:31:31,-27
01/27/24 23:32:31,-19
01/27/24 23:33:31,0
01/27/24 23:34:31,-8
01/27/24 23:35:31,22
01/27/24 23:36:31,0
01/27/24 23:37:31,-14
01/27/24 23:38:31,18
01/27/24 23:39:31,-13
01/27/24 23:40:31,0
01/27/24 23:41:31,0
01/27/24 23:42:31,-2
01/27/24 23:43:31,-31
01/27/24 23:44:31,5
01/27/24 23:45:31,-1
01/27/24 23:46:31,-11
01/27/24 23:47:31,-4
01/27/24 23:48:31,-2
01/27/24 23:49:31,0
01/27/24 23:50:31,0
01/27/24 23:51:31,3
01/27/24 23:52:31,-32
01/27/24 23:53:31,17
01/27/24 23:54:31,-5
01/27/24 23:55:31,0
01/27/24 23:56:31,-16
01/27/24 23:57:31,-4
01/27/24 23:58:31,-6
01/27/24 23:59:31,-3
