timestamp,Infrared to Red Signal Ratio
02/24/24 01:49:00,65
02/24/24 01:50:00,43
02/24/24 01:51:00,0
02/24/24 01:52:00,2
02/24/24 01:53:00,2
02/24/24 01:54:00,-42
02/24/24 01:55:00,5
02/24/24 01:56:00,31
02/24/24 01:57:00,0
02/24/24 01:58:00,-8
02/24/24 01:59:00,-7
02/24/24 02:00:00,-1
02/24/24 02:01:00,0
02/24/24 02:02:00,-30
02/24/24 02:03:00,-58
02/24/24 02:04:00,0
02/24/24 02:05:00,10
02/24/24 02:06:00,9
02/24/24 02:07:00,-28
02/24/24 02:08:00,-2
02/24/24 02:09:00,0
02/24/24 02:10:00,0
02/24/24 02:11:00,-14
02/24/24 02:12:00,-1
02/24/24 02:13:00,0
02/24/24 02:14:00,-3
02/24/24 02:15:00,-7
02/24/24 02:16:00,11
02/24/24 02:17:00,-5
02/24/24 02:18:00,-21
02/24/24 02:19:00,17
02/24/24 02:20:00,4
02/24/24 02:21:00,-21
02/24/24 02:22:00,-8
02/24/24 02:23:00,-2
02/24/24 02:24:00,0
02/24/24 02:25:00,0
02/24/24 02:26:00,42
02/24/24 02:27:00,8
02/24/24 02:28:00,-1
02/24/24 02:29:00,0
02/24/24 02:30:00,0
02/24/24 02:31:00,0
02/24/24 02:32:00,-39
02/24/24 02:33:00,47
02/24/24 02:34:00,0
02/24/24 02:35:00,18
02/24/24 02:36:00,30
02/24/24 02:37:00,8
02/24/24 02:38:00,0
02/24/24 02:39:00,-11
02/24/24 02:40:00,3
02/24/24 02:41:00,-2
02/24/24 02:42:00,-15
02/24/24 02:43:00,0
02/24/24 02:44:00,-6
02/24/24 02:45:00,-3
02/24/24 02:46:00,-44
02/24/24 02:47:00,-13
02/24/24 02:48:00,0
02/24/24 02:49:00,0
02/24/24 02:50:00,28
02/24/24 02:51:00,-2
02/24/24 02:52:00,-4
02/24/24 02:53:00,-17
02/24/24 02:54:00,-17
02/24/24 02:55:00,0
02/24/24 02:56:00,-56
02/24/24 02:57:00,3
02/24/24 02:58:00,2
02/24/24 02:59:00,-49
02/24/24 03:00:00,-21
02/24/24 03:01:00,0
02/24/24 03:02:00,-16
02/24/24 03:03:00,1
02/24/24 03:04:00,-40
02/24/24 03:05:00,2
02/24/24 03:06:00,0
02/24/24 03:07:00,-6
02/24/24 03:08:00,-3
02/24/24 03:09:00,-39
02/24/24 03:10:00,-2
02/24/24 03:11:00,7
02/24/24 03:12:00,-2
02/24/24 03:13:00,-5
02/24/24 03:14:00,8
02/24/24 03:15:00,8
02/24/24 03:16:00,-1
02/24/24 03:17:00,-8
02/24/24 03:18:00,-14
02/24/24 03:19:00,-33
02/24/24 03:20:00,17
02/24/24 03:21:00,0
02/24/24 03:22:00,-2
02/24/24 03:23:00,3
02/24/24 03:24:00,0
02/24/24 03:25:00,21
02/24/24 03:26:00,-8
02/24/24 03:27:00,-3
02/24/24 03:28:00,-1
02/24/24 03:29:00,-2
02/24/24 03:30:00,0
02/24/24 03:31:00,-12
02/24/24 03:32:00,26
02/24/24 03:33:00,-8
02/24/24 03:34:00,-5
02/24/24 03:35:00,0
02/24/24 03:36:00,14
02/24/24 03:37:00,11
02/24/24 03:38:00,-19
02/24/24 03:39:00,0
02/24/24 03:40:00,11
02/24/24 03:41:00,25
02/24/24 03:42:00,-4
02/24/24 03:43:00,0
02/24/24 03:44:00,2
02/24/24 03:45:00,0
02/24/24 03:46:00,-6
02/24/24 03:47:00,0
02/24/24 03:48:00,1
02/24/24 03:49:00,14
02/24/24 03:50:00,-7
02/24/24 03:51:00,9
02/24/24 03:52:00,1
02/24/24 03:53:00,-6
02/24/24 03:54:00,0
02/24/24 03:55:00,3
02/24/24 03:56:00,3
02/24/24 03:57:00,-38
02/24/24 03:58:00,-9
02/24/24 03:59:00,-10
02/24/24 04:00:00,0
02/24/24 04:01:00,-8
02/24/24 04:02:00,-13
02/24/24 04:03:00,-3
02/24/24 04:04:00,-5
02/24/24 04:05:00,-31
02/24/24 04:06:00,-3
02/24/24 04:07:00,-27
02/24/24 04:08:00,-13
02/24/24 04:09:00,-2
02/24/24 04:10:00,4
02/24/24 04:11:00,10
02/24/24 04:12:00,0
02/24/24 04:13:00,-31
02/24/24 04:14:00,0
02/24/24 04:15:00,15
02/24/24 04:16:00,53
02/24/24 04:17:00,-6
02/24/24 04:18:00,-51
02/24/24 04:19:00,14
02/24/24 04:20:00,4
02/24/24 04:21:00,0
02/24/24 04:22:00,-23
02/24/24 04:23:00,8
02/24/24 04:24:00,-1
02/24/24 04:25:00,-4
02/24/24 04:26:00,-2
02/24/24 04:27:00,-6
02/24/24 04:28:00,-2
02/24/24 04:29:00,-41
02/24/24 04:30:00,4
02/24/24 04:31:00,-11
02/24/24 04:32:00,0
02/24/24 04:33:00,0
02/24/24 04:34:00,-1
02/24/24 04:35:00,0
02/24/24 04:36:00,9
02/24/24 04:37:00,0
02/24/24 04:38:00,-8
02/24/24 04:39:00,60
02/24/24 04:40:00,28
02/24/24 04:41:00,1
02/24/24 04:42:00,17
02/24/24 04:43:00,4
02/24/24 04:44:00,0
02/24/24 04:45:00,-11
02/24/24 04:46:00,-21
02/24/24 04:47:00,-41
02/24/24 04:48:00,0
02/24/24 04:49:00,2
02/24/24 04:50:00,0
02/24/24 04:51:00,0
02/24/24 04:52:00,5
02/24/24 04:53:00,2
02/24/24 04:54:00,16
02/24/24 04:55:00,-17
02/24/24 04:56:00,-26
02/24/24 04:57:00,-29
02/24/24 04:58:00,-2
02/24/24 04:59:00,13
02/24/24 05:00:00,0
02/24/24 05:01:00,-4
02/24/24 05:02:00,4
02/24/24 05:03:00,-36
02/24/24 05:04:00,0
02/24/24 05:05:00,-17
02/24/24 05:06:00,-1
02/24/24 05:07:00,-4
02/24/24 05:08:00,4
02/24/24 05:09:00,0
02/24/24 05:10:00,0
02/24/24 05:11:00,2
02/24/24 05:12:00,-6
02/24/24 05:13:00,-21
02/24/24 05:14:00,33
02/24/24 05:15:00,-2
02/24/24 05:16:00,-21
02/24/24 05:17:00,-30
02/24/24 05:18:00,-5
02/24/24 05:19:00,56
02/24/24 05:20:00,0
02/24/24 05:21:00,0
02/24/24 05:22:00,0
02/24/24 05:23:00,2
02/24/24 05:24:00,0
02/24/24 05:25:00,3
02/24/24 05:26:00,4
02/24/24 05:27:00,8
02/24/24 05:28:00,28
02/24/24 05:29:00,-21
02/24/24 05:30:00,0
02/24/24 05:31:00,-3
02/24/24 05:32:00,-33
02/24/24 05:33:00,-1
02/24/24 05:34:00,0
02/24/24 05:35:00,0
02/24/24 05:36:00,0
02/24/24 05:37:00,-20
02/24/24 05:38:00,0
02/24/24 05:39:00,-2
02/24/24 05:40:00,-37
02/24/24 05:41:00,-8
02/24/24 05:42:00,-12
02/24/24 05:43:00,13
02/24/24 05:44:00,6
02/24/24 05:45:00,2
02/24/24 05:46:00,0
02/24/24 05:47:00,25
02/24/24 05:48:00,-4
02/24/24 05:49:00,0
02/24/24 05:50:00,0
02/24/24 05:51:00,3
02/24/24 05:52:00,10
02/24/24 05:53:00,0
02/24/24 05:54:00,0
02/24/24 05:55:00,14
02/24/24 05:56:00,0
02/24/24 05:57:00,-3
02/24/24 05:58:00,26
02/24/24 05:59:00,1
02/24/24 06:00:00,0
02/24/24 06:01:00,21
02/24/24 06:02:00,18
02/24/24 06:03:00,2
02/24/24 06:04:00,0
02/24/24 06:05:00,30
02/24/24 06:06:00,0
02/24/24 06:07:00,0
02/24/24 06:08:00,0
02/24/24 06:09:00,0
02/24/24 06:10:00,12
02/24/24 06:11:00,0
02/24/24 06:12:00,39
02/24/24 06:13:00,13
02/24/24 06:14:00,0
02/24/24 06:15:00,-26
02/24/24 06:16:00,2
02/24/24 06:17:00,-14
02/24/24 06:18:00,6
02/24/24 06:19:00,0
02/24/24 06:20:00,12
02/24/24 06:21:00,0
02/24/24 06:22:00,19
02/24/24 06:23:00,3
02/24/24 06:24:00,0
02/24/24 06:25:00,0
02/24/24 06:26:00,-31
02/24/24 06:27:00,-1
02/24/24 06:28:00,4
02/24/24 06:29:00,-1
02/24/24 06:30:00,-1
02/24/24 06:31:00,-4
02/24/24 06:32:00,-13
02/24/24 06:33:00,0
02/24/24 06:34:01,5
02/24/24 06:35:01,-1
02/24/24 06:36:01,0
02/24/24 06:37:01,0
02/24/24 06:38:01,39
02/24/24 06:39:01,-8
02/24/24 06:40:01,0
02/24/24 06:41:01,0
02/24/24 06:42:01,-24
02/24/24 06:43:01,-52
02/24/24 06:44:01,2
02/24/24 06:45:01,-1
02/24/24 06:46:01,-8
02/24/24 06:47:01,-58
02/24/24 06:48:01,25
02/24/24 06:49:01,-1
02/24/24 06:50:01,-4
02/24/24 06:51:01,0
02/24/24 06:52:01,-2
02/24/24 06:53:01,-2
02/24/24 06:54:01,22
02/24/24 06:55:01,4
02/24/24 06:56:01,0
02/24/24 06:57:01,1
02/24/24 06:58:01,4
02/24/24 06:59:01,0
02/24/24 07:00:01,-2
02/24/24 07:01:01,-1
02/24/24 07:02:01,-3
02/24/24 07:03:01,0
02/24/24 07:04:01,-51
02/24/24 07:05:01,1
02/24/24 07:06:01,8
02/24/24 07:07:01,-1
02/24/24 07:08:01,-8
02/24/24 07:09:01,24
02/24/24 07:10:01,2
02/24/24 07:11:01,15
02/24/24 07:12:01,-24
02/24/24 07:13:01,3
02/24/24 07:14:01,-2
02/24/24 07:15:01,-2
02/24/24 07:16:01,67
02/24/24 07:17:01,4
02/24/24 07:18:01,4
02/24/24 07:19:01,10
02/24/24 07:20:01,-15
02/24/24 07:21:01,1
02/24/24 07:22:01,-1
02/24/24 07:23:01,-13
02/24/24 07:24:01,0
02/24/24 07:25:01,34
02/24/24 07:26:01,1
02/24/24 07:27:01,0
02/24/24 07:28:01,-24
02/24/24 07:29:01,0
02/24/24 07:30:01,-31
02/24/24 07:31:01,4
02/24/24 07:32:01,0
02/24/24 07:33:01,-12
02/24/24 07:34:01,14
02/24/24 07:35:01,28
02/24/24 07:36:01,13
02/24/24 07:37:01,3
02/24/24 07:38:01,0
02/24/24 07:39:01,-12
02/24/24 07:40:01,24
02/24/24 07:41:01,0
02/24/24 07:42:01,-3
02/24/24 07:43:01,35
02/24/24 07:44:01,-15
02/24/24 07:45:01,9
02/24/24 07:46:01,-4
02/24/24 07:47:01,-17
02/24/24 07:48:01,-9
02/24/24 07:49:01,-19
02/24/24 07:50:01,0
02/24/24 07:51:01,-19
02/24/24 07:52:01,4
02/24/24 07:53:01,0
02/24/24 07:54:01,-5
02/24/24 07:55:01,0
02/24/24 07:56:01,0
02/24/24 07:57:01,0
02/24/24 07:58:01,38
02/24/24 07:59:01,-1
02/24/24 08:00:01,0
02/24/24 08:01:01,-4
02/24/24 08:02:01,-33
02/24/24 08:03:01,3
02/24/24 08:04:01,0
02/24/24 08:05:01,12
02/24/24 08:06:01,11
02/24/24 08:07:01,0
02/24/24 08:08:01,11
02/24/24 08:09:01,-28
02/24/24 08:10:01,-5
02/24/24 08:11:01,0
02/24/24 08:12:01,-25
02/24/24 08:13:01,1
02/24/24 08:14:01,0
02/24/24 08:15:01,-7
02/24/24 08:16:01,3
02/24/24 08:17:01,0
02/24/24 08:18:01,16
02/24/24 08:19:01,1
02/24/24 08:20:01,-1
02/24/24 08:21:01,4
02/24/24 08:22:01,26
02/24/24 08:23:01,-22
02/24/24 08:24:01,-13
02/24/24 09:03:01,0
02/24/24 09:04:01,0
02/24/24 09:05:01,0
02/24/24 09:06:01,0
02/24/24 09:07:01,0
02/24/24 09:08:01,0
02/24/24 09:09:01,0
02/24/24 09:10:01,0
02/24/24 09:11:01,0
02/24/24 21:18:31,0
02/24/24 21:19:31,5
02/24/24 21:20:31,0
02/24/24 21:21:31,26
02/24/24 21:22:31,0
02/24/24 21:23:31,0
02/24/24 21:52:00,0
02/24/24 21:53:00,-1
02/24/24 21:54:00,8
02/24/24 21:55:00,19
02/24/24 21:56:00,0
02/24/24 21:57:00,0
