timestamp,Infrared to Red Signal Ratio
01/28/24 02:31:31,-21
01/28/24 02:32:31,-62
01/28/24 02:33:31,0
01/28/24 02:34:31,0
01/28/24 02:35:31,0
01/28/24 02:36:31,-3
01/28/24 02:37:31,-2
01/28/24 02:38:31,0
01/28/24 02:39:31,-9
01/28/24 02:40:31,1
01/28/24 02:41:31,13
01/28/24 02:42:31,-9
01/28/24 02:43:31,1
01/28/24 02:44:31,4
01/28/24 02:45:31,-12
01/28/24 02:46:31,-16
01/28/24 02:47:31,3
01/28/24 02:48:31,-3
01/28/24 02:49:31,-1
01/28/24 02:50:31,-19
01/28/24 02:51:31,-13
01/28/24 02:52:31,0
01/28/24 02:53:31,4
01/28/24 02:54:31,0
01/28/24 02:55:31,7
01/28/24 02:56:31,4
01/28/24 02:57:31,-19
01/28/24 02:58:31,0
01/28/24 02:59:31,8
01/28/24 03:00:31,0
01/28/24 03:01:31,4
01/28/24 03:02:31,0
01/28/24 03:03:31,0
01/28/24 03:04:31,13
01/28/24 03:05:31,-1
01/28/24 03:06:31,-7
01/28/24 03:07:31,0
01/28/24 03:08:31,0
01/28/24 03:09:31,-30
01/28/24 03:10:31,11
01/28/24 03:11:31,5
01/28/24 03:12:31,-13
01/28/24 03:13:31,2
01/28/24 03:14:31,-47
01/28/24 03:15:31,-4
01/28/24 03:16:31,0
01/28/24 03:17:31,-3
01/28/24 03:18:31,0
01/28/24 03:19:31,0
01/28/24 03:20:31,5
01/28/24 03:21:31,0
01/28/24 03:22:31,1
01/28/24 03:23:31,15
01/28/24 03:24:31,5
01/28/24 03:25:31,18
01/28/24 03:26:31,12
01/28/24 03:27:31,-23
01/28/24 03:28:31,-1
01/28/24 03:29:31,0
01/28/24 03:30:31,-10
01/28/24 03:31:31,80
01/28/24 03:32:31,1
01/28/24 03:33:31,0
01/28/24 03:34:31,-4
01/28/24 03:35:31,-4
01/28/24 03:36:31,4
01/28/24 03:37:31,-3
01/28/24 03:38:31,36
01/28/24 03:39:31,3
01/28/24 03:40:31,11
01/28/24 03:41:31,34
01/28/24 03:42:31,0
01/28/24 03:43:31,0
01/28/24 03:44:31,6
01/28/24 03:45:31,13
01/28/24 03:46:31,27
01/28/24 03:47:31,8
01/28/24 03:48:31,0
01/28/24 03:49:31,4
01/28/24 03:50:31,7
01/28/24 03:51:31,-3
01/28/24 03:52:31,-41
01/28/24 03:53:31,-10
01/28/24 03:54:31,0
01/28/24 03:55:31,0
01/28/24 03:56:31,5
01/28/24 03:57:31,1
01/28/24 03:58:31,30
01/28/24 03:59:31,0
01/28/24 04:00:31,-2
01/28/24 04:01:31,-26
01/28/24 04:02:31,15
01/28/24 04:03:31,0
01/28/24 04:04:31,0
01/28/24 04:05:31,0
01/28/24 04:06:31,-18
01/28/24 04:07:31,4
01/28/24 04:08:31,-8
01/28/24 04:09:31,0
01/28/24 04:10:31,-17
01/28/24 04:11:31,4
01/28/24 04:12:31,-2
01/28/24 04:13:31,11
01/28/24 04:14:31,2
01/28/24 04:15:31,0
01/28/24 04:16:31,0
01/28/24 04:17:31,-4
01/28/24 04:18:31,2
01/28/24 04:19:31,0
01/28/24 04:20:31,16
01/28/24 04:21:31,1
01/28/24 04:22:31,-10
01/28/24 04:23:31,34
01/28/24 04:24:31,6
01/28/24 04:25:31,-3
01/28/24 04:26:31,-28
01/28/24 04:27:31,8
01/28/24 04:28:31,-1
01/28/24 04:29:31,-14
01/28/24 04:30:31,0
01/28/24 04:31:31,-1
01/28/24 04:32:31,19
01/28/24 04:33:31,28
01/28/24 04:34:31,0
01/28/24 04:35:31,0
01/28/24 04:36:31,-4
01/28/24 04:37:31,-3
01/28/24 04:38:31,-10
01/28/24 04:39:31,-3
01/28/24 04:40:31,0
01/28/24 04:41:31,0
01/28/24 04:42:31,8
01/28/24 04:43:31,0
01/28/24 04:44:31,0
01/28/24 04:45:31,1
01/28/24 04:46:31,-14
01/28/24 04:47:31,-29
01/28/24 04:48:31,-26
01/28/24 04:49:31,-5
01/28/24 04:50:31,8
01/28/24 04:51:31,1
01/28/24 04:52:31,0
01/28/24 04:53:31,-1
01/28/24 04:54:31,-9
01/28/24 04:55:32,-3
01/28/24 04:56:32,0
01/28/24 04:57:32,-3
01/28/24 04:58:32,-16
01/28/24 04:59:32,-1
01/28/24 05:00:32,1
01/28/24 05:01:32,-21
01/28/24 05:02:32,-21
01/28/24 05:03:32,7
01/28/24 05:04:32,0
01/28/24 05:05:32,3
01/28/24 05:06:32,-6
01/28/24 05:07:32,-2
01/28/24 05:08:32,4
01/28/24 05:09:32,0
01/28/24 05:10:32,-39
01/28/24 05:11:32,20
01/28/24 05:12:32,-12
01/28/24 05:13:32,-4
01/28/24 05:14:32,9
01/28/24 05:15:32,-16
01/28/24 05:16:32,-13
01/28/24 05:17:32,-22
01/28/24 05:18:32,2
01/28/24 05:19:32,-9
01/28/24 05:20:32,-37
01/28/24 05:21:32,-3
01/28/24 05:22:32,25
01/28/24 05:23:32,30
01/28/24 05:24:32,-34
01/28/24 05:25:32,0
01/28/24 05:26:32,0
01/28/24 05:27:32,-22
01/28/24 05:28:32,1
01/28/24 05:29:32,7
01/28/24 05:30:32,-32
01/28/24 05:31:32,3
01/28/24 05:32:32,13
01/28/24 05:33:32,0
01/28/24 05:34:32,0
01/28/24 05:35:32,-17
01/28/24 05:36:32,-5
01/28/24 05:37:32,13
01/28/24 05:38:32,0
01/28/24 05:39:32,18
01/28/24 05:40:32,-2
01/28/24 05:41:32,0
01/28/24 05:42:32,0
01/28/24 05:43:32,65
01/28/24 05:44:32,-4
01/28/24 05:45:32,1
01/28/24 05:46:32,0
01/28/24 05:47:32,-15
01/28/24 05:48:32,-7
01/28/24 05:49:32,0
01/28/24 05:50:32,-18
01/28/24 05:51:32,-13
01/28/24 05:52:32,5
01/28/24 05:53:32,22
01/28/24 05:54:32,-4
01/28/24 05:55:32,0
01/28/24 05:56:32,-8
01/28/24 05:57:32,0
01/28/24 05:58:32,-6
01/28/24 05:59:32,29
01/28/24 06:00:32,-5
01/28/24 06:01:32,-17
01/28/24 06:02:32,4
01/28/24 06:03:32,-15
01/28/24 06:04:32,33
01/28/24 06:05:32,30
01/28/24 06:06:32,0
01/28/24 06:07:32,-12
01/28/24 06:08:32,-11
01/28/24 06:09:32,-8
01/28/24 06:10:32,-4
01/28/24 06:11:32,-1
01/28/24 06:12:32,19
01/28/24 06:13:32,2
01/28/24 06:14:32,-1
01/28/24 06:15:32,28
01/28/24 06:16:32,-3
01/28/24 06:17:32,-5
01/28/24 06:18:32,59
01/28/24 06:19:32,-1
01/28/24 06:20:32,-34
01/28/24 06:21:32,0
01/28/24 06:22:32,9
01/28/24 06:23:32,49
01/28/24 06:24:32,-1
01/28/24 06:25:32,8
01/28/24 06:26:32,-12
01/28/24 06:27:32,-29
01/28/24 06:28:32,-3
01/28/24 06:29:32,-4
01/28/24 06:30:32,-4
01/28/24 06:31:32,3
01/28/24 06:32:32,0
01/28/24 06:33:32,0
01/28/24 06:34:32,8
01/28/24 06:35:32,8
01/28/24 06:36:32,8
01/28/24 06:37:32,-4
01/28/24 06:38:32,-13
01/28/24 06:39:32,-4
01/28/24 06:40:32,-2
01/28/24 06:41:32,-59
01/28/24 06:42:32,22
01/28/24 06:43:32,-17
01/28/24 06:44:32,-17
01/28/24 06:45:32,-37
01/28/24 06:46:32,-33
01/28/24 06:47:32,0
01/28/24 06:48:32,7
01/28/24 06:49:32,-34
01/28/24 06:50:32,-36
01/28/24 06:51:32,-6
01/28/24 06:52:32,34
01/28/24 06:53:32,47
01/28/24 06:54:32,21
01/28/24 06:55:32,-22
01/28/24 06:56:32,-2
01/28/24 06:57:32,-18
01/28/24 06:58:32,0
01/28/24 06:59:32,0
01/28/24 07:00:32,-8
01/28/24 07:01:32,-20
01/28/24 07:02:32,0
01/28/24 07:03:32,0
01/28/24 07:04:32,2
01/28/24 07:05:32,38
01/28/24 07:06:32,0
01/28/24 07:07:32,1
01/28/24 07:08:32,0
01/28/24 07:09:32,-24
01/28/24 07:10:32,0
01/28/24 07:11:32,47
01/28/24 07:12:32,0
01/28/24 07:13:32,-2
01/28/24 07:14:32,-6
01/28/24 07:15:32,-13
01/28/24 07:16:32,0
01/28/24 07:17:32,-3
01/28/24 07:18:32,0
01/28/24 07:19:32,0
01/28/24 07:20:32,0
01/28/24 07:21:32,0
01/28/24 07:22:32,30
01/28/24 07:23:32,-2
01/28/24 07:24:32,31
01/28/24 07:25:32,-32
01/28/24 07:26:32,30
01/28/24 07:27:32,-1
01/28/24 07:28:32,17
01/28/24 07:29:32,0
01/28/24 07:30:32,0
01/28/24 07:31:32,10
01/28/24 07:32:32,0
01/28/24 07:33:32,0
01/28/24 07:34:32,-35
01/28/24 07:35:32,4
01/28/24 07:36:32,-32
01/28/24 07:37:32,0
01/28/24 07:38:32,4
01/28/24 07:39:32,-14
01/28/24 07:40:32,1
01/28/24 07:41:32,-26
01/28/24 07:42:32,-37
01/28/24 07:43:32,-3
01/28/24 07:44:32,-44
01/28/24 07:45:32,-16
01/28/24 07:46:32,-4
01/28/24 07:47:32,0
01/28/24 07:48:32,-23
01/28/24 07:49:32,8
01/28/24 07:50:32,0
01/28/24 07:51:32,0
01/28/24 16:50:31,19
01/28/24 16:51:31,-13
01/28/24 16:52:31,0
01/28/24 16:53:31,0
01/28/24 16:54:31,0
01/28/24 16:55:31,-33
